file	sex	genotype	nose.dip	bodycentre.raw.distance	bodycentre.distance.moving	bodycentre.raw.speed	bodycentre.speed.moving	bodycentre.time.moving	bodycentre.total.time	bodycentre.time.stationary	bodycentre.percentage.moving	bodycentre.center.raw.distance	bodycentre.center.distance.moving	bodycentre.center.raw.speed	bodycentre.center.speed.moving	bodycentre.center.time.moving	bodycentre.center.total.time	bodycentre.center.time.stationary	bodycentre.center.percentage.moving	bodycentre.center.transitions	bodycentre.open.raw.distance	bodycentre.open.distance.moving	bodycentre.open.raw.speed	bodycentre.open.speed.moving	bodycentre.open.time.moving	bodycentre.open.total.time	bodycentre.open.time.stationary	bodycentre.open.percentage.moving	bodycentre.open.transitions	bodycentre.closed.raw.distance	bodycentre.closed.distance.moving	bodycentre.closed.raw.speed	bodycentre.closed.speed.moving	bodycentre.closed.time.moving	bodycentre.closed.total.time	bodycentre.closed.time.stationary	bodycentre.closed.percentage.moving	bodycentre.closed.transitions	bodycentre.open.top.raw.distance	bodycentre.open.top.distance.moving	bodycentre.open.top.raw.speed	bodycentre.open.top.speed.moving	bodycentre.open.top.time.moving	bodycentre.open.top.total.time	bodycentre.open.top.time.stationary	bodycentre.open.top.percentage.moving	bodycentre.open.top.transitions	bodycentre.open.bottom.raw.distance	bodycentre.open.bottom.distance.moving	bodycentre.open.bottom.raw.speed	bodycentre.open.bottom.speed.moving	bodycentre.open.bottom.time.moving	bodycentre.open.bottom.total.time	bodycentre.open.bottom.time.stationary	bodycentre.open.bottom.percentage.moving	bodycentre.open.bottom.transitions	bodycentre.closed.left.raw.distance	bodycentre.closed.left.distance.moving	bodycentre.closed.left.raw.speed	bodycentre.closed.left.speed.moving	bodycentre.closed.left.time.moving	bodycentre.closed.left.total.time	bodycentre.closed.left.time.stationary	bodycentre.closed.left.percentage.moving	bodycentre.closed.left.transitions	bodycentre.closed.right.raw.distance	bodycentre.closed.right.distance.moving	bodycentre.closed.right.raw.speed	bodycentre.closed.right.speed.moving	bodycentre.closed.right.time.moving	bodycentre.closed.right.total.time	bodycentre.closed.right.time.stationary	bodycentre.closed.right.percentage.moving	bodycentre.closed.right.transitions
EPM_24W_2392_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	1	284,1561809	48,68068731	0,971009366	12,04967508	4,04	292,64	288,6	1,380535812	21,97756014	1,364267611	2,774944462	5,684448381	0,24	7,92	7,68	3,03030303	2	227,1472479	12,28504685	0,805715266	6,142523425	2	281,92	279,92	0,709421112	1	29,1219906	29,1219906	17,75731134	17,75731134	1,64	1,64	0	100	2	0	0	NA	NA	0	0	0	NA	0	29,1219906	29,1219906	17,75731134	17,75731134	1,64	1,64	0	100	2	227,1472479	12,28504685	0,805715266	6,142523425	2	281,92	279,92	0,709421112	1	0	0	NA	NA	0	0	0	NA	0
EPM_24W_2412_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	28	1400,255229	892,2548392	4,801972664	9,971556093	89,48	291,6	202,12	30,68587106	204,8444477	98,02610504	4,048309243	8,061357322	12,16	50,6	38,44	24,03162055	38	726,2279843	488,3725482	4,920243796	10,87205138	44,92	147,6	102,68	30,43360434	16	461,916147	300,0097766	4,990451026	9,422417606	31,84	92,56	60,72	34,39930856	24	234,193924	155,5614733	4,639340807	9,281710818	16,76	50,48	33,72	33,20126783	14	227,722223	144,4483032	5,411649787	9,57879995	15,08	42,08	27	35,8365019	10	336,1984796	222,1951275	5,269568645	10,78617124	20,6	63,8	43,2	32,28840125	8	390,0295047	266,1774207	4,654290033	10,94479526	24,32	83,8	59,48	29,02147971	8
EPM_24W_2417_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	5	647,4834719	257,9174342	2,227172097	7,89221035	32,68	290,72	258,04	11,24105669	96,17959225	27,1157295	2,979541272	7,289174597	3,72	32,28	28,56	11,52416357	11	516,311699	223,158465	2,07620918	8,027282912	27,8	248,68	220,88	11,17902525	9	34,99218065	7,643239788	3,585264411	6,588999817	1,16	9,76	8,6	11,8852459	2	34,99218065	7,643239788	3,585264411	6,588999817	1,16	9,76	8,6	11,8852459	2	0	0	NA	NA	0	0	0	NA	0	405,4233029	159,3765147	1,853956937	8,266416736	19,28	218,68	199,4	8,816535577	7	110,8883961	63,78195029	3,69627987	7,4861444	8,52	30	21,48	28,4	2
EPM_40W_2216_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	1	239,9921322	22,7318777	0,782242934	16,2370555	1,4	306,8	305,4	0,456323338	220,3102716	3,948672871	0,756559999	4,935841089	0,8	291,2	290,4	0,274725275	3	0	0	NA	NA	0	0	0	NA	0	19,68186056	18,78320482	20,50193809	31,30534137	0,6	0,96	0,36	62,5	4	0,898655738	0	2,496265939	NA	0	0,36	0,36	0	2	18,78320482	18,78320482	31,30534137	31,30534137	0,6	0,6	0	100	2	0	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	0
EPM_40W_2225_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	3	261,0961738	14,30127383	0,870668847	7,010428347	2,04	299,88	297,84	0,680272109	87,66272051	12,6207966	2,152817301	7,170907159	1,76	40,72	38,96	4,322200393	12	167,0836506	1,680477229	0,671558081	6,001704388	0,28	248,8	248,52	0,112540193	7	6,34980271	0	0,61291532	NA	0	10,36	10,36	0	5	0	0	NA	NA	0	0	0	NA	0	6,34980271	0	0,61291532	NA	0	10,36	10,36	0	5	162,9725197	1,680477229	0,660556581	6,001704388	0,28	246,72	246,44	0,113488975	3	4,111130846	0	1,976505214	NA	0	2,08	2,08	0	4
EPM_40W_2252_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	4	253,0652157	1,186598461	0,873723297	4,237851646	0,28	289,64	289,36	0,09667173	219,9534913	1,128389043	0,800412996	4,701621012	0,24	274,8	274,56	0,087336245	4	6,405346029	0	2,354906628	NA	0	2,72	2,72	0	2	26,70637839	0,058209418	2,203496567	1,455235454	0,04	12,12	12,08	0,330033003	2	0	0	NA	NA	0	0	0	NA	0	26,70637839	0,058209418	2,203496567	1,455235454	0,04	12,12	12,08	0,330033003	2	6,405346029	0	2,354906628	NA	0	2,72	2,72	0	2	0	0	NA	NA	0	0	0	NA	0
EPM_40W_2276_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	0	192,4072927	27,61631183	0,644883003	7,344763786	3,76	298,36	294,6	1,26022255	22,5477038	6,528284776	1,734438754	14,83701085	0,44	13	12,56	3,384615385	1	169,8595889	21,08802706	0,595246667	6,351815379	3,32	285,36	282,04	1,163442669	1	0	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	0	169,8595889	21,08802706	0,595246667	6,351815379	3,32	285,36	282,04	1,163442669	1	0	0	NA	NA	0	0	0	NA	0
EPM_40W_2287_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	3	383,0013498	65,63323868	1,280598334	6,485497893	10,12	299,08	288,96	3,383710044	35,46904992	4,780929885	3,436923442	4,980135297	0,96	10,32	9,36	9,302325581	12	311,7576505	56,08315922	1,139465097	6,740764329	8,32	273,6	265,28	3,040935673	5	32,68993819	4,769149574	3,107408573	5,677559017	0,84	10,52	9,68	7,984790875	6	0	0	NA	NA	0	0	0	NA	0	32,68993819	4,769149574	3,107408573	5,677559017	0,84	10,52	9,68	7,984790875	6	239,0336444	40,04938483	1,195168222	6,719695441	5,96	200	194,04	2,98	4	72,72400611	16,03377439	0,988097909	6,793972198	2,36	73,6	71,24	3,206521739	1
EPM_40W_2317_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	0	346,14399	76,1312411	1,1797682	7,705591204	9,88	293,4	283,52	3,367416496	5,222412701	4,085364716	6,217157977	9,284919809	0,44	0,84	0,4	52,38095238	2	327,0119719	58,13627095	1,126539796	6,576501239	8,84	290,28	281,44	3,045335538	1	13,90960543	13,90960543	6,100704136	23,18267571	0,6	2,28	1,68	26,31578947	1	0	0	NA	NA	0	0	0	NA	0	13,90960543	13,90960543	6,100704136	23,18267571	0,6	2,28	1,68	26,31578947	1	327,0119719	58,13627095	1,126539796	6,576501239	8,84	290,28	281,44	3,045335538	1	0	0	NA	NA	0	0	0	NA	0
EPM_40W_2333_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	2	625,0698869	228,9827678	2,120318477	7,694313435	29,76	294,8	265,04	10,09497965	65,65589196	24,27666448	3,862111292	8,092221492	3	17	14	17,64705882	8	559,413995	204,7061033	2,036899195	7,649704908	26,76	274,64	247,88	9,743664433	7	0	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	0	0	0	NA	NA	0	0	0	NA	0	230,7155811	100,8668119	3,627603476	7,482701182	13,48	63,6	50,12	21,19496855	4	328,6984139	103,8392914	1,557517124	7,819223751	13,28	211,04	197,76	6,292645944	3
EPM_40W_2343_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	11	443,2604144	115,0471634	1,50176316	10,93604215	10,52	295,16	284,64	3,564168587	128,4075919	13,12524503	1,151018213	7,812645851	1,68	111,56	109,88	1,505916099	19	173,9029096	37,54208646	1,329126487	6,517723344	5,76	130,84	125,08	4,402323448	4	127,2681232	50,69804221	2,623003364	18,63898611	2,72	48,52	45,8	5,605935697	16	19,90219621	2,111055772	2,438994634	8,796065718	0,24	8,16	7,92	2,941176471	4	107,365927	48,58698644	2,660206318	19,59152679	2,48	40,36	37,88	6,144697721	12	31,10767842	1,250864385	0,80009461	5,211934938	0,24	38,88	38,64	0,617283951	2	142,7952312	36,29122208	1,552797207	6,574496753	5,52	91,96	86,44	6,00260983	2
EPM_40W_2344_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	4	549,0990813	223,5686201	1,87099319	7,773595969	28,76	293,48	264,72	9,799645632	94,66193945	32,41758511	3,193722654	6,926834426	4,68	29,64	24,96	15,78947368	16	403,3677337	161,1172833	1,595852721	7,459133487	21,6	252,76	231,16	8,545655958	11	51,06940816	30,03375162	5,503168983	12,11038372	2,48	9,28	6,8	26,72413793	6	2,950668117	1,20622046	5,674361764	7,538877876	0,16	0,52	0,36	30,76923077	2	48,11874005	28,82753116	5,493006855	12,42565998	2,32	8,76	6,44	26,48401826	4	120,1367855	41,95249242	1,35594566	7,768980077	5,4	88,6	83,2	6,094808126	6	283,2309482	119,1647909	1,725334724	7,355851291	16,2	164,16	147,96	9,868421053	5
EPM_40W_2379_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv	f	ob/ob	2	248,2999515	20,16229764	0,844213081	9,334397055	2,16	294,12	291,96	0,734394125	196,2597993	12,18638223	0,755077713	9,52061112	1,28	259,92	258,64	0,492459218	9	20,13354028	2,658279721	2,046091492	7,384110335	0,36	9,84	9,48	3,658536585	6	31,90661193	5,317635685	1,309795235	10,22622247	0,52	24,36	23,84	2,134646962	3	0	0	NA	NA	0	0	0	NA	0	31,90661193	5,317635685	1,309795235	10,22622247	0,52	24,36	23,84	2,134646962	3	17,79455327	2,658279721	2,040659779	7,384110335	0,36	8,72	8,36	4,128440367	2	2,338987011	0	2,08838126	NA	0	1,12	1,12	0	4
