file;sex;genotype;nose.dip;bodycentre.raw.distance;bodycentre.distance.moving;bodycentre.raw.speed;bodycentre.speed.moving;bodycentre.time.moving;bodycentre.total.time;bodycentre.time.stationary;bodycentre.percentage.moving;bodycentre.center.raw.distance;bodycentre.center.distance.moving;bodycentre.center.raw.speed;bodycentre.center.speed.moving;bodycentre.center.time.moving;bodycentre.center.total.time;bodycentre.center.time.stationary;bodycentre.center.percentage.moving;bodycentre.center.transitions;bodycentre.open.raw.distance;bodycentre.open.distance.moving;bodycentre.open.raw.speed;bodycentre.open.speed.moving;bodycentre.open.time.moving;bodycentre.open.total.time;bodycentre.open.time.stationary;bodycentre.open.percentage.moving;bodycentre.open.transitions;bodycentre.closed.raw.distance;bodycentre.closed.distance.moving;bodycentre.closed.raw.speed;bodycentre.closed.speed.moving;bodycentre.closed.time.moving;bodycentre.closed.total.time;bodycentre.closed.time.stationary;bodycentre.closed.percentage.moving;bodycentre.closed.transitions;bodycentre.open.top.raw.distance;bodycentre.open.top.distance.moving;bodycentre.open.top.raw.speed;bodycentre.open.top.speed.moving;bodycentre.open.top.time.moving;bodycentre.open.top.total.time;bodycentre.open.top.time.stationary;bodycentre.open.top.percentage.moving;bodycentre.open.top.transitions;bodycentre.open.bottom.raw.distance;bodycentre.open.bottom.distance.moving;bodycentre.open.bottom.raw.speed;bodycentre.open.bottom.speed.moving;bodycentre.open.bottom.time.moving;bodycentre.open.bottom.total.time;bodycentre.open.bottom.time.stationary;bodycentre.open.bottom.percentage.moving;bodycentre.open.bottom.transitions;bodycentre.closed.left.raw.distance;bodycentre.closed.left.distance.moving;bodycentre.closed.left.raw.speed;bodycentre.closed.left.speed.moving;bodycentre.closed.left.time.moving;bodycentre.closed.left.total.time;bodycentre.closed.left.time.stationary;bodycentre.closed.left.percentage.moving;bodycentre.closed.left.transitions;bodycentre.closed.right.raw.distance;bodycentre.closed.right.distance.moving;bodycentre.closed.right.raw.speed;bodycentre.closed.right.speed.moving;bodycentre.closed.right.time.moving;bodycentre.closed.right.total.time;bodycentre.closed.right.time.stationary;bodycentre.closed.right.percentage.moving;bodycentre.closed.right.transitions
EPM_40W_2330_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;wt;16;1718,65;1205,69;5,92;11,46;105,2;290,48;185,28;36,22;221,56;139,87;4,97;8,59;16,28;44,6;28,32;36,5;50;1390,96;1022,07;6,35;12,14;84,16;218,88;134,72;38,45;32;106,13;43,75;3,93;9,19;4,76;27;22,24;17,63;18;55,26;21,05;3,56;8,77;2,4;15,52;13,12;15,46;10;50,87;22,7;4,43;9,62;2,36;11,48;9,12;20,56;8;857,66;609,09;5,95;11,7;52,04;144,2;92,16;36,09;20;533,3;412,98;7,14;12,86;32,12;74,68;42,56;43,01;12
EPM_08W_2422_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;4;455,12;127,22;1,55;7,76;16,4;293,64;277,24;5,59;57,36;2,72;2,07;4,85;0,56;27,72;27,16;2,02;19;388,31;124,5;1,48;7,86;15,84;262,2;246,36;6,04;11;9,45;0;2,54;NA;0;3,72;3,72;0;8;0,28;0;0,99;NA;0;0,28;0,28;0;2;9,17;0;2,67;NA;0;3,44;3,44;0;6;0;0;NA;NA;0;0;0;NA;0;388,31;124,5;1,48;7,86;15,84;262,2;246,36;6,04;11
EPM_08W_2423_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;6;942,79;581,08;3,21;9,68;60;294,08;234,08;20,4;91,99;49,17;4,53;7,98;6,16;20,32;14,16;30,31;24;752,54;464,39;2,97;9,61;48,32;253,68;205,36;19,05;19;93,49;62,75;6,17;11,45;5,48;15,16;9,68;36,15;6;59,52;38,12;4,96;7,75;4,92;12;7,08;41;2;33,98;24,62;10,75;43,97;0,56;3,16;2,6;17,72;4;388,36;242,23;2,96;9,37;25,84;131,24;105,4;19,69;11;364,17;222,16;2,97;9,88;22,48;122,44;99,96;18,36;8
EPM_08W_2424_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;9;1401,74;995,59;4,77;10,18;97,76;294,12;196,36;33,24;147,23;99,56;4,36;8,52;11,68;33,8;22,12;34,56;33;1120,61;826,12;4,88;10,56;78,2;229,56;151,36;34,07;27;133,9;69,91;4,35;8,87;7,88;30,76;22,88;25,62;6;21,71;5,78;2,77;6,57;0,88;7,84;6,96;11,22;2;112,19;64,13;4,89;9,16;7;22,92;15,92;30,54;4;504,02;364,42;4,68;10,63;34,28;107,76;73,48;31,81;13;616,59;461,7;5,06;10,51;43,92;121,8;77,88;36,06;14
EPM_08W_2425_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;7;1040,14;601,11;3,51;9,21;65,24;296;230,76;22,04;115,33;53,49;3,31;8,36;6,4;34,88;28,48;18,35;28;845,27;520,16;3,52;9,49;54,8;239,8;185;22,85;20;79,54;27,46;3,73;6,8;4,04;21,32;17,28;18,95;8;34,15;8,49;3,53;6,85;1,24;9,68;8,44;12,81;4;45,4;18,97;3,9;6,77;2,8;11,64;8,84;24,05;4;479,42;286,83;3,43;9,34;30,72;139,8;109,08;21,97;10;365,85;233,33;3,66;9,69;24,08;100;75,92;24,08;10
EPM_08W_2442_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;8;810,32;352,08;2,76;8,94;39,4;293,44;254,04;13,43;152,33;51,58;3,62;7,59;6,8;42,08;35,28;16,16;24;557,54;242,14;2,44;8,65;28;228,68;200,68;12,24;11;100,45;58,36;4,89;12,69;4,6;20,56;15,96;22,37;14;1,64;0,85;4,1;10,65;0,08;0,4;0,32;20;2;98,81;57,51;4,9;12,72;4,52;20,16;15,64;22,42;12;328,48;116,47;2;8,46;13,76;163,84;150,08;8,4;5;229,06;125,66;3,53;8,82;14,24;64,84;50,6;21,96;6
EPM_08W_2443_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;23;842,34;370,98;2,87;8,76;42,36;293,36;251;14,44;282,5;71,14;2,24;7,54;9,44;125,88;116,44;7,5;34;304,8;188,17;4,6;8,91;21,12;66,24;45,12;31,88;11;237,61;94,24;2,36;8,38;11,24;100,68;89,44;11,16;25;50,21;18,93;3,02;8,3;2,28;16,64;14,36;13,7;12;187,41;75,31;2,23;8,4;8,96;84,04;75,08;10,66;13;110,06;65,4;4,95;8,89;7,36;22,24;14,88;33,09;4;194,74;122,77;4,43;8,92;13,76;44;30,24;31,27;7
EPM_08W_2451_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;3;315,73;54,78;1,09;7,21;7,6;290,96;283,36;2,61;134,81;1,1;0,88;6,85;0,16;153,32;153,16;0,1;15;172,18;53,68;1,29;7,22;7,44;133,6;126,16;5,57;9;8,74;0;2,16;NA;0;4,04;4,04;0;6;0;0;NA;NA;0;0;0;NA;0;8,74;0;2,16;NA;0;4,04;4,04;0;6;8,53;6,26;5,47;7,45;0,84;1,56;0,72;53,85;2;163,66;47,42;1,24;7,19;6,6;132,04;125,44;5;7
EPM_08W_2465_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;21;1751,22;1292,63;6,02;11,14;116,04;291,12;175,08;39,86;286,04;170,63;4,52;8,64;19,76;63,24;43,48;31,25;64;1121,17;891,16;7,3;12,38;71,96;153,6;81,64;46,85;38;344,02;230,84;4,63;9,49;24,32;74,28;49,96;32,74;26;178,54;120,9;4,51;9,81;12,32;39,6;27,28;31,11;12;165,47;109,94;4,77;9,16;12;34,68;22,68;34,6;14;440,4;364,09;8,02;12,1;30,08;54,92;24,84;54,77;16;680,77;527,07;6,9;12,59;41,88;98,68;56,8;42,44;22
EPM_08W_2476_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;6;860,18;437,52;2,95;8,77;49,88;292;242,12;17,08;156,35;45,83;2,52;6,78;6,76;62,12;55,36;10,88;35;680,55;386,42;3,07;9,12;42,36;221,32;178,96;19,14;21;23,28;5,27;2,72;6,93;0,76;8,56;7,8;8,88;14;11,89;0,94;2,5;5,85;0,16;4,76;4,6;3,36;8;11,39;4,33;3;7,22;0,6;3,8;3,2;15,79;6;421,94;251,81;3,33;8,8;28,6;126,84;98,24;22,55;13;258,61;134,61;2,74;9,78;13,76;94,48;80,72;14,56;8
EPM_08W_2480_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;16;1123,71;706,2;3,87;10,09;70;290,44;220,44;24,1;77,39;46,5;4,5;9,77;4,76;17,2;12,44;27,67;21;827,2;532,01;4,01;10,12;52,56;206,16;153,6;25,49;18;217,82;127,69;3,28;10,07;12,68;66,36;53,68;19,11;5;183,65;115,96;4,33;10,07;11,52;42,44;30,92;27,14;3;34,17;11,73;1,43;10,11;1,16;23,92;22,76;4,85;2;270,92;196,64;5,82;10,12;19,44;46,56;27,12;41,75;6;556,28;335,37;3,49;10,13;33,12;159,6;126,48;20,75;12
EPM_24W_2306_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;8;552,23;195,93;1,84;7,9;24,8;299,6;274,8;8,28;219,11;30,73;1,43;6,74;4,56;152,72;148,16;2,99;24;255,72;156,11;3,19;8,25;18,92;80,28;61,36;23,57;11;74,35;6,03;1,28;6,85;0,88;58,2;57,32;1,51;14;17,43;1,74;3,05;6,23;0,28;5,72;5,44;4,9;4;56,92;4,28;1,08;7,14;0,6;52,48;51,88;1,14;10;157,86;94,66;2,9;7,94;11,92;54,4;42,48;21,91;9;97,86;61,45;3,78;8,78;7;25,88;18,88;27,05;2
EPM_24W_2329_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;0;266,93;60,27;0,91;8,06;7,48;293,08;285,6;2,55;39,43;7,46;3,33;10,97;0,68;11,84;11,16;5,74;4;213,26;38,58;0,76;6,52;5,92;279,04;273,12;2,12;3;7,76;7,76;16,17;16,17;0,48;0,48;0;100;2;0;0;NA;NA;0;0;0;NA;0;7,76;7,76;16,17;16,17;0,48;0,48;0;100;2;162,33;26,33;0,62;6,58;4;260,8;256,8;1,53;1;50,93;12,25;2,79;6,38;1,92;18,24;16,32;10,53;2
EPM_24W_2380_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;5;461,71;148,44;1,57;8,03;18,48;295;276,52;6,26;78,59;15,78;2,64;8,05;1,96;29,76;27,8;6,59;10;341,61;109,07;1,34;7,31;14,92;254,92;240;5,85;5;41,51;23,58;4,02;14,74;1,6;10,32;8,72;15,5;5;20,47;5,57;3,68;6,63;0,84;5,56;4,72;15,11;2;21,03;18,01;4,42;23,7;0,76;4,76;4;15,97;3;82,96;56,87;4,76;8,27;6,88;17,44;10,56;39,45;2;258,66;52,2;1,09;6,49;8,04;237,48;229,44;3,39;3
EPM_24W_2381_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;0;209,46;4,02;0,72;9,14;0,44;290,84;290,4;0,15;20,39;0;1,52;NA;0;13,44;13,44;0;1;189,07;4,02;0,68;9,14;0,44;277,4;276,96;0,16;1;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;189,07;4,02;0,68;9,14;0,44;277,4;276,96;0,16;1
EPM_24W_2382_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;2;194,54;35,9;0,66;8,16;4,4;293,28;288,88;1,5;27,45;5,88;3,28;10,5;0,56;8,36;7,8;6,7;6;156,5;30,02;0,56;7,82;3,84;279,52;275,68;1,37;2;10,59;0;1,96;NA;0;5,4;5,4;0;4;10,59;0;1,96;NA;0;5,4;5,4;0;4;0;0;NA;NA;0;0;0;NA;0;156,5;30,02;0,56;7,82;3,84;279,52;275,68;1,37;2;0;0;NA;NA;0;0;0;NA;0
EPM_24W_2383_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;1;361,63;88,84;1,24;7,1;12,52;292,48;279,96;4,28;64,2;9,61;2,45;6,67;1,44;26,2;24,76;5,5;5;297,43;79,23;1,12;7,15;11,08;266,28;255,2;4,16;5;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;185,59;31,97;0,8;7,14;4,48;232,16;227,68;1,93;3;111,83;47,26;3,28;7,16;6,6;34,12;27,52;19,34;2
EPM_24W_2384_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;0;335,25;45,48;1,15;8,75;5,2;290,76;285,56;1,79;41,93;11,36;3,32;10,14;1,12;12,64;11,52;8,86;4;279,01;19,82;1,01;5,9;3,36;277,12;273,76;1,21;3;8,74;8,74;19,87;19,87;0,44;0,44;0;100;2;0;0;NA;NA;0;0;0;NA;0;8,74;8,74;19,87;19,87;0,44;0,44;0;100;2;153,52;5,46;0,9;6,5;0,84;170,84;170;0,49;2;125,49;14,36;1,18;5,7;2,52;106,28;103,76;2,37;1
EPM_24W_2392_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;1;284,16;48,68;0,97;12,05;4,04;292,64;288,6;1,38;21,98;1,36;2,77;5,68;0,24;7,92;7,68;3,03;2;227,15;12,29;0,81;6,14;2;281,92;279,92;0,71;1;29,12;29,12;17,76;17,76;1,64;1,64;0;100;2;0;0;NA;NA;0;0;0;NA;0;29,12;29,12;17,76;17,76;1,64;1,64;0;100;2;227,15;12,29;0,81;6,14;2;281,92;279,92;0,71;1;0;0;NA;NA;0;0;0;NA;0
EPM_24W_2412_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;28;1400,26;892,25;4,8;9,97;89,48;291,6;202,12;30,69;204,84;98,03;4,05;8,06;12,16;50,6;38,44;24,03;38;726,23;488,37;4,92;10,87;44,92;147,6;102,68;30,43;16;461,92;300,01;4,99;9,42;31,84;92,56;60,72;34,4;24;234,19;155,56;4,64;9,28;16,76;50,48;33,72;33,2;14;227,72;144,45;5,41;9,58;15,08;42,08;27;35,84;10;336,2;222,2;5,27;10,79;20,6;63,8;43,2;32,29;8;390,03;266,18;4,65;10,94;24,32;83,8;59,48;29,02;8
EPM_24W_2417_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;5;647,48;257,92;2,23;7,89;32,68;290,72;258,04;11,24;96,18;27,12;2,98;7,29;3,72;32,28;28,56;11,52;11;516,31;223,16;2,08;8,03;27,8;248,68;220,88;11,18;9;34,99;7,64;3,59;6,59;1,16;9,76;8,6;11,89;2;34,99;7,64;3,59;6,59;1,16;9,76;8,6;11,89;2;0;0;NA;NA;0;0;0;NA;0;405,42;159,38;1,85;8,27;19,28;218,68;199,4;8,82;7;110,89;63,78;3,7;7,49;8,52;30;21,48;28,4;2
EPM_40W_2216_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;1;239,99;22,73;0,78;16,24;1,4;306,8;305,4;0,46;220,31;3,95;0,76;4,94;0,8;291,2;290,4;0,27;3;0;0;NA;NA;0;0;0;NA;0;19,68;18,78;20,5;31,31;0,6;0,96;0,36;62,5;4;0,9;0;2,5;NA;0;0,36;0,36;0;2;18,78;18,78;31,31;31,31;0,6;0,6;0;100;2;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0
EPM_40W_2225_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;3;261,1;14,3;0,87;7,01;2,04;299,88;297,84;0,68;87,66;12,62;2,15;7,17;1,76;40,72;38,96;4,32;12;167,08;1,68;0,67;6;0,28;248,8;248,52;0,11;7;6,35;0;0,61;NA;0;10,36;10,36;0;5;0;0;NA;NA;0;0;0;NA;0;6,35;0;0,61;NA;0;10,36;10,36;0;5;162,97;1,68;0,66;6;0,28;246,72;246,44;0,11;3;4,11;0;1,98;NA;0;2,08;2,08;0;4
EPM_40W_2252_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;4;253,07;1,19;0,87;4,24;0,28;289,64;289,36;0,1;219,95;1,13;0,8;4,7;0,24;274,8;274,56;0,09;4;6,41;0;2,35;NA;0;2,72;2,72;0;2;26,71;0,06;2,2;1,46;0,04;12,12;12,08;0,33;2;0;0;NA;NA;0;0;0;NA;0;26,71;0,06;2,2;1,46;0,04;12,12;12,08;0,33;2;6,41;0;2,35;NA;0;2,72;2,72;0;2;0;0;NA;NA;0;0;0;NA;0
EPM_40W_2276_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;0;192,41;27,62;0,64;7,34;3,76;298,36;294,6;1,26;22,55;6,53;1,73;14,84;0,44;13;12,56;3,38;1;169,86;21,09;0,6;6,35;3,32;285,36;282,04;1,16;1;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;169,86;21,09;0,6;6,35;3,32;285,36;282,04;1,16;1;0;0;NA;NA;0;0;0;NA;0
EPM_40W_2287_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;3;383;65,63;1,28;6,49;10,12;299,08;288,96;3,38;35,47;4,78;3,44;4,98;0,96;10,32;9,36;9,3;12;311,76;56,08;1,14;6,74;8,32;273,6;265,28;3,04;5;32,69;4,77;3,11;5,68;0,84;10,52;9,68;7,98;6;0;0;NA;NA;0;0;0;NA;0;32,69;4,77;3,11;5,68;0,84;10,52;9,68;7,98;6;239,03;40,05;1,2;6,72;5,96;200;194,04;2,98;4;72,72;16,03;0,99;6,79;2,36;73,6;71,24;3,21;1
EPM_40W_2317_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;0;346,14;76,13;1,18;7,71;9,88;293,4;283,52;3,37;5,22;4,09;6,22;9,28;0,44;0,84;0,4;52,38;2;327,01;58,14;1,13;6,58;8,84;290,28;281,44;3,05;1;13,91;13,91;6,1;23,18;0,6;2,28;1,68;26,32;1;0;0;NA;NA;0;0;0;NA;0;13,91;13,91;6,1;23,18;0,6;2,28;1,68;26,32;1;327,01;58,14;1,13;6,58;8,84;290,28;281,44;3,05;1;0;0;NA;NA;0;0;0;NA;0
EPM_40W_2333_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;2;625,07;228,98;2,12;7,69;29,76;294,8;265,04;10,09;65,66;24,28;3,86;8,09;3;17;14;17,65;8;559,41;204,71;2,04;7,65;26,76;274,64;247,88;9,74;7;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;0;0;NA;NA;0;0;0;NA;0;230,72;100,87;3,63;7,48;13,48;63,6;50,12;21,19;4;328,7;103,84;1,56;7,82;13,28;211,04;197,76;6,29;3
EPM_40W_2343_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;11;443,26;115,05;1,5;10,94;10,52;295,16;284,64;3,56;128,41;13,13;1,15;7,81;1,68;111,56;109,88;1,51;19;173,9;37,54;1,33;6,52;5,76;130,84;125,08;4,4;4;127,27;50,7;2,62;18,64;2,72;48,52;45,8;5,61;16;19,9;2,11;2,44;8,8;0,24;8,16;7,92;2,94;4;107,37;48,59;2,66;19,59;2,48;40,36;37,88;6,14;12;31,11;1,25;0,8;5,21;0,24;38,88;38,64;0,62;2;142,8;36,29;1,55;6,57;5,52;91,96;86,44;6;2
EPM_40W_2344_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;4;549,1;223,57;1,87;7,77;28,76;293,48;264,72;9,8;94,66;32,42;3,19;6,93;4,68;29,64;24,96;15,79;16;403,37;161,12;1,6;7,46;21,6;252,76;231,16;8,55;11;51,07;30,03;5,5;12,11;2,48;9,28;6,8;26,72;6;2,95;1,21;5,67;7,54;0,16;0,52;0,36;30,77;2;48,12;28,83;5,49;12,43;2,32;8,76;6,44;26,48;4;120,14;41,95;1,36;7,77;5,4;88,6;83,2;6,09;6;283,23;119,16;1,73;7,36;16,2;164,16;147,96;9,87;5
EPM_40W_2379_Lep_obcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;f;ob/ob;2;248,3;20,16;0,84;9,33;2,16;294,12;291,96;0,73;196,26;12,19;0,76;9,52;1,28;259,92;258,64;0,49;9;20,13;2,66;2,05;7,38;0,36;9,84;9,48;3,66;6;31,91;5,32;1,31;10,23;0,52;24,36;23,84;2,13;3;0;0;NA;NA;0;0;0;NA;0;31,91;5,32;1,31;10,23;0,52;24,36;23,84;2,13;3;17,79;2,66;2,04;7,38;0,36;8,72;8,36;4,13;2;2,34;0;2,09;NA;0;1,12;1,12;0;4
EPM_08W_2569_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;7;1361,19;907,16;4,69;10,41;87,12;290,48;203,36;29,99;180,09;90,69;3,08;7,96;11,4;58,52;47,12;19,48;56;1146,95;809,24;5,2;10,84;74,68;220,52;145,84;33,87;42;34,15;7,23;2,99;6,95;1,04;11,44;10,4;9,09;14;17,97;2,53;2,72;6,33;0,4;6,6;6,2;6,06;10;16,18;4,69;3,34;7,33;0,64;4,84;4,2;13,22;4;684,87;468,22;4,73;10,97;42,68;144,68;102;29,5;22;462,08;341,01;6,09;10,66;32;75,84;43,84;42,19;20
EPM_08W_2577_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;21;1945,47;1519,16;6,66;12,77;118,96;291,92;172,96;40,75;300,83;151,97;3,66;8,86;17,16;82,2;65,04;20,88;64;1433,02;1234,61;9,1;13,81;89,4;157,4;68;56,8;44;211,61;132,57;4,04;10,69;12,4;52,32;39,92;23,7;20;183,5;125,87;4,33;11,16;11,28;42,36;31,08;26,63;10;28,11;6,7;2,82;5,98;1,12;9,96;8,84;11,24;10;844,82;725,09;8,98;13,42;54,04;94,08;40,04;57,44;26;588,21;509,51;9,29;14,41;35,36;63,32;27,96;55,84;18
EPM_08W_2580_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;28;2087,05;1677,2;7,01;12,97;129,36;297,56;168,2;43,47;244,44;149,27;4,52;8,99;16,6;54,08;37,48;30,7;66;1495,24;1290,18;8,72;13,98;92,32;171,48;79,16;53,84;45;346,91;237,29;5,25;11,63;20,4;66,08;45,68;30,87;24;196,46;138,88;5,33;12,14;11,44;36,84;25,4;31,05;8;150,45;98,4;5,15;10,98;8,96;29,24;20,28;30,64;16;695,59;585,63;7,96;13,24;44,24;87,36;43,12;50,64;20;799,65;704,54;9,51;14,65;48,08;84,12;36,04;57,16;25
EPM_24W_2510_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;19;1556,09;1074,63;5,31;10,64;100,96;292,8;191,84;34,48;276,31;119,72;3,44;8,88;13,48;80,4;66,92;16,77;52;1038,29;792,37;6,38;11,22;70,6;162,8;92,2;43,37;29;237,52;158,57;4,91;9,44;16,8;48,4;31,6;34,71;24;130,01;85,04;5,01;9,49;8,96;25,96;17;34,51;8;107,5;73,53;4,79;9,38;7,84;22,44;14,6;34,94;16;298,5;258,35;9,1;12,69;20,36;32,8;12,44;62,07;10;739,79;534,02;5,69;10,63;50,24;130;79,76;38,65;19
EPM_24W_2516_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;12;1227,32;696,21;4,19;9,78;71,2;292,92;221,72;24,31;165,2;64,58;3,75;8,11;7,96;44,04;36,08;18,07;34;1024,97;614,14;4,29;9,96;61,64;239,16;177,52;25,77;25;37,15;17,49;4,34;10,93;1,6;8,56;6,96;18,69;10;0,52;0;1,87;NA;0;0,28;0,28;0;2;36,63;17,49;4,42;10,93;1,6;8,28;6,68;19,32;8;502,39;291,41;4,46;9,47;30,76;112,76;82;27,28;10;522,58;322,73;4,13;10,45;30,88;126,4;95,52;24,43;15
EPM_24W_2519_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;26;1557,42;1011,82;5,3;10,23;98,92;294;195,08;33,65;434,46;192,02;3,69;8,19;23,44;117,84;94,4;19,89;50;827,38;627,41;7,29;11,46;54,76;113,44;58,68;48,27;32;295,58;192,39;4,71;9,29;20,72;62,72;42;33,04;18;281,22;184,77;4,76;9,37;19,72;59,12;39,4;33,36;14;14,36;7,61;3,99;7,61;1;3,6;2,6;27,78;4;510,99;377,59;6,93;11,11;34;73,72;39,72;46,12;12;316,39;249,82;7,97;12,03;20,76;39,72;18,96;52,27;20
EPM_24W_2525_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;3;1006,5;517,44;3,46;9,85;52,52;290,68;238,16;18,07;125,99;38,89;2,67;7,97;4,88;47,2;42,32;10,34;32;857,88;468,18;3,59;10,04;46,64;239,24;192,6;19,5;28;22,63;10,36;5,34;10,36;1;4,24;3,24;23,58;4;0;0;NA;NA;0;0;0;NA;0;22,63;10,36;5,34;10,36;1;4,24;3,24;23,58;4;531,22;291,73;3,58;9,78;29,84;148,2;118,36;20,13;12;326,65;176,46;3,59;10,5;16,8;91,04;74,24;18,45;16
EPM_24W_2526_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;7;1405,85;902,77;4,85;10,53;85,76;290,12;204,36;29,56;170,32;113,72;4,75;8,15;13,96;35,84;21,88;38,95;37;1191,62;769,78;4,9;11,12;69,24;243,24;174;28,47;27;43,92;19,26;3,98;7,52;2,56;11,04;8,48;23,19;10;29,03;11,4;3,59;7,5;1,52;8,08;6,56;18,81;6;14,89;7,87;5,03;7,56;1,04;2,96;1,92;35,14;4;419,22;308,29;6,71;11,64;26,48;62,44;35,96;42,41;11;772,4;461,49;4,27;10,79;42,76;180,8;138,04;23,65;16
EPM_40W_2468_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv;m;wt;14;1028,24;560,1;3,52;10,25;54,64;292,12;237,48;18,7;251,7;93,25;3;8,33;11,2;83,76;72,56;13,37;41;744,29;459,6;3,75;10,81;42,52;198,24;155,72;21,45;23;32,25;7,25;3,19;7,88;0,92;10,12;9,2;9,09;18;10,39;1,91;3,37;5,96;0,32;3,08;2,76;10,39;8;21,86;5,34;3,1;8,91;0,6;7,04;6,44;8,52;10;276,58;211,14;6,89;11,11;19;40,12;21,12;47,36;9;467,71;248,46;2,96;10,56;23,52;158,12;134,6;14,87;14
