"file"	"nose.dip"	"bodycentre.raw.distance"	"bodycentre.distance.moving"	"bodycentre.raw.speed"	"bodycentre.speed.moving"	"bodycentre.time.moving"	"bodycentre.total.time"	"bodycentre.time.stationary"	"bodycentre.percentage.moving"	"bodycentre.center.raw.distance"	"bodycentre.center.distance.moving"	"bodycentre.center.raw.speed"	"bodycentre.center.speed.moving"	"bodycentre.center.time.moving"	"bodycentre.center.total.time"	"bodycentre.center.time.stationary"	"bodycentre.center.percentage.moving"	"bodycentre.center.transitions"	"bodycentre.open.raw.distance"	"bodycentre.open.distance.moving"	"bodycentre.open.raw.speed"	"bodycentre.open.speed.moving"	"bodycentre.open.time.moving"	"bodycentre.open.total.time"	"bodycentre.open.time.stationary"	"bodycentre.open.percentage.moving"	"bodycentre.open.transitions"	"bodycentre.closed.raw.distance"	"bodycentre.closed.distance.moving"	"bodycentre.closed.raw.speed"	"bodycentre.closed.speed.moving"	"bodycentre.closed.time.moving"	"bodycentre.closed.total.time"	"bodycentre.closed.time.stationary"	"bodycentre.closed.percentage.moving"	"bodycentre.closed.transitions"	"bodycentre.open.top.raw.distance"	"bodycentre.open.top.distance.moving"	"bodycentre.open.top.raw.speed"	"bodycentre.open.top.speed.moving"	"bodycentre.open.top.time.moving"	"bodycentre.open.top.total.time"	"bodycentre.open.top.time.stationary"	"bodycentre.open.top.percentage.moving"	"bodycentre.open.top.transitions"	"bodycentre.open.bottom.raw.distance"	"bodycentre.open.bottom.distance.moving"	"bodycentre.open.bottom.raw.speed"	"bodycentre.open.bottom.speed.moving"	"bodycentre.open.bottom.time.moving"	"bodycentre.open.bottom.total.time"	"bodycentre.open.bottom.time.stationary"	"bodycentre.open.bottom.percentage.moving"	"bodycentre.open.bottom.transitions"	"bodycentre.closed.left.raw.distance"	"bodycentre.closed.left.distance.moving"	"bodycentre.closed.left.raw.speed"	"bodycentre.closed.left.speed.moving"	"bodycentre.closed.left.time.moving"	"bodycentre.closed.left.total.time"	"bodycentre.closed.left.time.stationary"	"bodycentre.closed.left.percentage.moving"	"bodycentre.closed.left.transitions"	"bodycentre.closed.right.raw.distance"	"bodycentre.closed.right.distance.moving"	"bodycentre.closed.right.raw.speed"	"bodycentre.closed.right.speed.moving"	"bodycentre.closed.right.time.moving"	"bodycentre.closed.right.total.time"	"bodycentre.closed.right.time.stationary"	"bodycentre.closed.right.percentage.moving"	"bodycentre.closed.right.transitions"
"EPM_08W_2427_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	28	1872.02573983002	1449.52444082045	6.37524090665447	12.4315989778769	116.6	293.64	177.04	39.7084865822095	192.28703590334	152.180941680936	5.72282844950417	9.95948571210317	15.28	33.6	18.32	45.4761904761905	49	877.255982642023	686.508399741033	6.56628729522472	12.807992532482	53.6	133.6	80	40.1197604790419	23	802.317841843531	610.835099398481	6.34946060338343	12.8004002388617	47.72	126.36	78.64	37.7651155428933	26	362.654743664061	252.82303149356	5.37107144052223	12.7946878286214	19.76	67.52	47.76	29.2654028436019	14	439.663098179469	358.012067904921	7.47218045852259	12.8044373356552	27.96	58.84	30.88	47.5186947654657	12	508.627890394925	404.625814141857	6.68543494209944	12.8861724248999	31.4	76.08	44.68	41.2723449001052	13	368.628092247097	281.882585599176	6.40869423239042	12.6974137657286	22.2	57.52	35.32	38.5952712100139	10
"EPM_08W_2428_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	32	1286.11744956955	801.760353447515	4.35735685583938	9.34888471837121	85.76	295.16	209.4	29.0554275647107	199.200421109833	100.04959718096	4.01290131164047	7.76782586808698	12.88	49.64	36.76	25.9468170829976	44	612.157896318755	410.201143027635	4.68440385918851	9.61108582538975	42.68	130.68	88	32.6599326599327	16	474.759132140964	291.50961323892	4.13409205974368	9.65263619996424	30.2	114.84	84.64	26.2974573319401	28	216.302059215901	129.073091758877	3.79743783735781	9.1411538072859	14.12	56.96	42.84	24.7893258426966	16	258.457072925064	162.436521480043	4.46539517838741	10.1017737238833	16.08	57.88	41.8	27.7816171389081	12	317.383753264628	217.78671060016	4.73707094424818	9.32306124144522	23.36	67	43.64	34.865671641791	8	294.774143054127	192.414432427474	4.62899093992033	9.95933915256078	19.32	63.68	44.36	30.3391959798995	8
"EPM_08W_2431_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	21	1492.45300285291	1010.49039599142	5.10484677402144	11.4932938579552	87.92	292.36	204.44	30.0725133397182	214.558197201507	123.595197821192	4.56118616499802	8.9302888599127	13.84	47.04	33.2	29.421768707483	46	1018.10312475979	754.003753304502	5.76502335651068	12.6595660393637	59.56	176.6	117.04	33.7259343148358	24	259.791680891616	132.891444865731	3.78043773125169	9.15230336540846	14.52	68.72	54.2	21.1292200232829	22	61.0480937401398	24.1572148589576	2.91259989218224	6.78573451094313	3.56	20.96	17.4	16.9847328244275	12	198.743587151476	108.734230006773	4.16129788843124	9.92100638747932	10.96	47.76	36.8	22.9480737018425	10	494.713956353007	382.694270427576	6.70707641476419	11.974163655431	31.96	73.76	41.8	43.3297180043384	10	523.389168406779	371.309482876926	5.0893540296264	13.453242133222	27.6	102.84	75.24	26.8378063010502	14
"EPM_08W_2440_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	23	1845.9906505259	1350.24973348586	6.31669398619595	11.013456227454	122.6	292.24	169.64	41.9518204215713	319.200113597933	170.42935939318	4.3322490987776	7.77506201611224	21.92	73.68	51.76	29.7502714440825	55	1149.60680342258	907.978504509516	7.36549720286122	12.0934803477559	75.08	156.08	81	48.1035366478729	38	377.18373350539	271.841869583162	6.03687153497743	10.6188230305923	25.6	62.48	36.88	40.9731113956466	17	246.103974155725	189.21016935642	6.65145876096555	11.1826341227199	16.92	37	20.08	45.7297297297297	7	131.079759349665	82.6317002267426	5.14441755689422	9.5197811321132	8.68	25.48	16.8	34.0659340659341	10	671.076010367111	513.410672898997	6.9154576501145	11.7862872566345	43.56	97.04	53.48	44.8887056883759	26	478.530793055469	394.567831610519	8.10519635934059	12.5180149622627	31.52	59.04	27.52	53.3875338753388	12
"EPM_08W_2441_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	9	1239.27502223408	757.346723701569	4.23886654205119	10.5538841095536	71.76	292.36	220.6	24.5450814064852	254.739358292815	97.7263689730752	2.79687481656582	8.82006940190209	11.08	91.08	80	12.1651295564339	48	916.70541414169	622.863336843554	4.94234102944625	10.8968393429593	57.16	185.48	128.32	30.8173387966358	35	59.7333654893299	28.6601335746906	4.05797319900339	9.42767551799033	3.04	14.72	11.68	20.6521739130435	12	19.5025895589917	10.1679424610197	3.83909243287238	8.76546763881012	1.16	5.08	3.92	22.8346456692913	6	40.2307759303382	18.4921911136709	4.17331700522181	9.83627186897386	1.88	9.64	7.76	19.5020746887967	6	516.925910374431	350.735825385539	5.06988927397441	10.9468110295112	32.04	101.96	69.92	31.4240878775991	22	399.779503767259	272.127511458015	4.78663198955051	10.8331015707809	25.12	83.52	58.4	30.0766283524904	13
"EPM_08W_2444_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	33	1904.97353370139	1466.89661530183	6.51941661088771	11.9337505312547	122.92	292.2	169.28	42.0670773442847	245.585158895972	151.761840458639	4.48803287456088	9.07666509920088	16.72	54.72	38	30.5555555555556	58	1074.93148198233	873.773489527754	7.57207299226778	12.9103647979869	67.68	141.96	74.28	47.6754015215554	36	584.456892823083	441.361285315439	6.11868606389325	11.4579772927165	38.52	95.52	57	40.3266331658292	22	293.234365790197	227.225596855807	6.42494228287023	11.4760402452428	19.8	45.64	25.84	43.3829973707274	12	291.222527032886	214.135688459633	5.83846285150132	11.4388722467752	18.72	49.88	31.16	37.5300721732157	10	595.50485210928	475.965058276592	7.26225429401561	12.6050068399521	37.76	82	44.24	46.0487804878049	24	479.426629873055	397.808431251162	7.99577434744921	13.2957363386084	29.92	59.96	30.04	49.8999332888592	12
"EPM_08W_2460_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	40	1870.40834572098	1424.47942359235	6.37060063256465	13.7233085124504	103.8	293.6	189.8	35.3542234332425	237.159813524846	146.235762458679	4.28086306001526	10.566167807708	13.84	55.4	41.56	24.9819494584838	55	930.398713971433	753.37730319819	7.76367418200461	14.853653454223	50.72	119.84	69.12	42.3230974632844	25	702.849818224704	524.866357935485	5.93823773424049	13.3757991318931	39.24	118.36	79.12	33.153092260899	30	379.245256534621	296.409051678194	6.80138551891358	13.303817400278	22.28	55.76	33.48	39.9569583931133	18	323.604561690083	228.457306257291	5.16940194393103	13.4703600387554	16.96	62.6	45.64	27.0926517571885	12	464.496981532641	381.330492799676	8.03627995731212	14.8724841185521	25.64	57.8	32.16	44.3598615916955	10	465.901732438793	372.046810398514	7.50969910442928	14.8344023284894	25.08	62.04	36.96	40.4255319148936	15
"EPM_08W_2462_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	27	1561.19043664308	1153.82365530337	5.30295664620613	12.406705971004	93	294.4	201.4	31.5896739130435	161.789170921223	111.381090879218	5.31501875562493	10.3130639702979	10.8	30.44	19.64	35.4796320630749	48	970.973390858746	744.60420012791	5.69686335871125	13.5876678855458	54.8	170.44	115.64	32.1520769772354	29	423.318123020958	293.824033174227	4.71821358694781	10.8182633716579	27.16	89.72	62.56	30.2719572001783	22	289.620941666037	194.426337095677	4.3828834997887	10.8739562134047	17.88	66.08	48.2	27.0581113801453	12	133.697181354921	99.3976960785508	5.65554912668869	10.7109586291542	9.28	23.64	14.36	39.2554991539763	10	601.685790636139	422.351162996009	4.56237329872717	12.7675684097947	33.08	131.88	98.8	25.0834091598423	17	369.287600222606	322.253037131901	9.57696058668585	14.8366960005479	21.72	38.56	16.84	56.3278008298755	12
"EPM_08W_2482_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	21	1431.82626070143	923.609718107899	4.88011677130684	9.48264597646714	97.4	293.4	196	33.1970006816633	222.340027048332	75.8976234141766	3.02092428054799	7.84066357584469	9.68	73.6	63.92	13.1521739130435	52	943.324052903846	679.344232700449	5.58312057826614	9.9261284731217	68.44	168.96	100.52	40.5066287878788	34	262.893523751152	165.891412099842	5.27051972235669	8.76804503698954	18.92	49.88	30.96	37.9310344827586	22	102.076650286762	63.856271675804	5.77356619269014	9.44619403488224	6.76	17.68	10.92	38.2352941176471	14	160.81687346439	102.035140424038	4.99431284050901	8.39104773223998	12.16	32.2	20.04	37.7639751552795	8	630.032644100002	473.637385124516	5.81425474437063	10.068821962681	47.04	108.36	61.32	43.4108527131783	26	313.291408803845	205.706847575933	5.16982522778622	9.61246951289408	21.4	60.6	39.2	35.3135313531353	8
"EPM_08W_2492_WTcroppedDLC_resnet50_EPM_MasterthesisJun24shuffle1_1030000.csv"	24.5	1911.27231296054	1453.32866813421	6.53113830289962	11.9164370952296	121.96	292.64	170.68	41.6757791142701	237.366688932037	142.759493392071	4.43510255852086	9.03541097418171	15.8	53.52	37.72	29.5216741405082	64	1292.04679467899	1046.75797163233	7.70175724057577	12.7157188001983	82.32	167.76	85.44	49.0701001430615	42	376.280598349444	258.232972109733	5.36623785438454	10.923560579938	23.64	70.12	46.48	33.7136337706788	23	197.955300172428	145.290048629309	5.78140479475548	11.4582057278635	12.68	34.24	21.56	37.0327102803738	9	178.325298177016	112.942923480424	4.97004732934828	10.305011266462	10.96	35.88	24.92	30.546265328874	14	734.544723119025	601.374422880566	7.92902334973041	13.2929801697738	45.24	92.64	47.4	48.8341968911917	22	557.502071559966	445.383548751762	7.4214865756119	12.0114225661209	37.08	75.12	38.04	49.3610223642172	20
